"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28037","Verify a registered member can log in successfully to the MMS Member Portal","","2026-08-24","passed","2026-08-24","","MMS Member Portal Login","Verify a registered member can log in successfully to the MMS Member Portal",""
